LastName*,FirstName*,Age*,Kids*,Married,SocialSecurityNum*
HAYS,GLENNIS,025,02,0,046019146
MCGEE,ROSARIO,055,02,1,282846811
MELTON,GORDON,026,04,1,063180928
OCONNELL,TESS,034,03,1,684937965
ZAMORA,JA,048,03,1,147200929
CARNEY,ELBA,043,03,1,049420098
BOND,SUEANN,007,03,0,178003376
BARRON,BOYD,056,03,0,102488559
SIMON,JERRICA,043,00,0,239128841
MAXWELL,ROSALINA,010,01,1,089375580
GOODWIN,STEVE,050,02,1,133793596
BRENNAN,MARX,016,01,0,113707076
FIGUEROA,LARISSA,052,02,1,064507531
FLORES,GILDA,031,00,0,185989300
MADDEN,LULU,022,01,1,096621212
PONCE,KEENA,065,02,1,141472892
WHEELER,CORTEZ,028,03,1,433978250
NEWTON,JANYCE,055,01,1,854301747
HARRELL,EDEN,079,01,0,005982618
HERNANDEZ,ILEANA,029,03,0,875355152
BRANDT,MAZIE,043,02,1,093453924
JIMENEZ,ANISSA,013,02,0,076858668
WILLIAMSON,NOEL,057,00,0,003793649
KAISER,LAMONT,033,02,0,759758691
RANDOLPH,LORENA,001,00,1,842718278
HUYNH,BOBETTE,008,02,0,060283827
BARRETT,NECOLE,057,00,1,200983098
SIMS,MUI,012,03,0,000864109
HUNTER,STACI,045,00,0,032236268
TUCKER,DERICK,097,01,1,039242290
SUTTON,MERLIN,012,01,0,770253181
HUNTER,GUSTAVO,060,01,0,680666891
FLOYD,JUANA,021,02,1,469113074
WILCOX,DWIGHT,023,03,0,118290518
HUBER,DIERDRE,033,03,1,082181002
ROBBINS,TAMMI,019,03,0,205081747
FIELDS,ENID,051,00,0,226038585
CROSS,KIANA,001,00,1,181324894
LAWSON,LILLIAM,027,00,0,643703002
MENDOZA,EZEKIEL,078,02,1,518321154
HOWELL,BARI,017,02,1,123238935
BARNES,PRINCESS,007,01,1,036219741
HURST,LANIE,058,01,0,010062691
WOLF,KAYCEE,050,00,0,187948240
HOOD,JONE,005,03,0,254930111
EVERETT,BRYNN,004,01,0,301374484
TYLER,NEDRA,042,01,0,057602718
CURRY,MOLLY,022,00,0,081590623
LYONS,KARRY,085,02,1,298747858
BLACKWELL,CORRINA,016,01,0,075877125
LOVE,MICHEL,012,02,1,833176119
BOWEN,PABLO,043,00,0,261169431
RYAN,KATHARYN,073,02,0,677942654
PATTON,LISABETH,042,03,1,256090014
RIGGS,ADRIANA,039,07,1,035160959
HORNE,SHELLA,007,00,1,578931358
SAUNDERS,NAKISHA,055,03,1,403415931
FIGUEROA,CRISTIE,005,00,0,242172295
HANEY,LELA,015,02,0,013094410
PARKER,JOHNNY,029,00,0,471846926
WANG,TASIA,027,03,0,019528345
BENJAMIN,FERNANDA,080,02,0,082168662
ZAMORA,ALVARO,055,00,0,457944808
HOLDEN,ARIANE,059,03,1,497575787
ERICKSON,RHONA,068,01,0,055923261
HUYNH,EDYTH,053,03,0,024134955
CORTEZ,TABATHA,004,01,1,001754955
BREWER,VERNA,003,02,0,820071058
BRADLEY,ELIDA,039,02,0,630496282
FLOWERS,HELAINE,033,02,1,707522186
CASTRO,XUAN,047,03,1,009780271
THOMPSON,ANDRE,021,02,1,009604022
DUNN,TERRENCE,021,00,1,075777314
FISHER,GILMA,059,02,1,027535992
WATSON,JOLENE,018,03,1,142959509
BENITEZ,SHANICE,065,00,0,005137835
KENNEDY,JUSTA,020,00,0,849508672
SLOAN,ALAYNA,016,03,1,449017828
WADE,THEO,050,01,0,010433385
RANDOLPH,ILUMINADA,074,01,0,020912009
BRADLEY,MIKE,040,01,1,130098349
CHARLES,KATE,033,00,1,387203133
RUIZ,WALTRAUD,007,02,0,114624371
FRANKLIN,ADRIA,043,00,1,100812377
GARDNER,DEBRAH,103,01,0,018880782
GOOD,JESSIA,028,02,0,340370783
YODER,LIEN,049,02,1,504611077
FOSTER,MAYNARD,056,03,0,003278688
WIGGINS,ERNESTO,024,01,1,571823346
NEWTON,BRUNA,042,03,0,347124100
FERRELL,MAX,007,00,1,025438466
PETERSEN,SONA,007,01,1,081832518
NGUYEN,MARYALICE,086,01,1,739961764
CAMERON,NICOLASA,026,00,0,031642249
KRAMER,LIDIA,042,00,0,541058804
BRENNAN,LONG,112,02,0,013698593
WRIGHT,BRIGETTE,049,02,0,225752964
WEEKS,STASIA,050,02,1,049838312
HINES,MIQUEL,014,03,0,004844755
ROBERTS,SUE,050,03,0,379630073
ESPARZA,BRITTENY,054,03,1,744032389
PATTERSON,MICA,011,00,1,139503416
CARPENTER,DARON,028,03,1,242380178
MANN,MINNA,041,00,1,112517621
ALLISON,ELANOR,045,00,1,179535620
CONWAY,LINN,055,02,0,059509999
COOLEY,TYISHA,028,02,1,102236081
CANNON,ALEXIA,029,00,1,015844009
HARMON,CHERRI,008,01,1,026086368
MARSHALL,RAYNA,056,00,1,623588425
BELTRAN,TIM,025,02,1,200208447
PAUL,GRACE,017,00,0,279167436
WILKINS,FLOR,035,00,0,120172256
GILMORE,BELLE,056,01,0,238204270
MENDOZA,ANGELO,043,02,1,419386305
ROGERS,INELL,027,00,1,022985978
MITCHELL,STEVIE,039,03,0,216156483
HOLT,DALILA,010,02,0,072126978
WALLS,MELINDA,005,00,0,405880654
DONALDSON,EVIE,006,00,0,314939712
LANDRY,DESMOND,007,01,1,020543823
HULL,NICK,026,02,1,215023134
FOWLER,MARYLEE,073,03,0,699102894
MORAN,ERNA,054,02,0,037379585
HAYDEN,FLORA,052,02,1,382708497
OWENS,KARISA,067,01,0,252725745
FAULKNER,CIRA,011,01,1,038414387
PERRY,DOLORES,044,01,0,243886089
ARCHER,GAYLORD,021,02,1,523000052
LARA,XIAO,010,01,1,715381873
HO,MARA,015,03,0,443819369
SCOTT,SHILA,060,02,0,027111678
SWANSON,CARLENE,004,03,0,028786262
BASS,ELLIS,050,01,1,123709781
VALENZUELA,BEV,056,03,1,109274437
SHARP,IRINA,027,03,0,067195063
SHELTON,SEASON,039,02,1,078974077
ESCOBAR,RICKIE,036,03,0,740245781
STANTON,CLEORA,070,02,0,042285091
ARMSTRONG,CIARA,006,03,1,014953737
GRAVES,JEFFREY,023,00,0,016375395
TUCKER,GLENDA,021,01,1,278320250
INGRAM,CARLOS,027,03,1,248244083
DURHAM,GAIL,009,00,0,055225773
BONILLA,JUDI,023,00,1,148406878
MCKEE,JESSE,067,01,1,283801193
MERCER,CLAUDE,056,01,0,395693313
CARRILLO,VERTIE,025,00,0,394413477
COOLEY,DEBI,115,00,1,639934231
BROWN,LINETTE,020,01,0,118065681
BRIGHT,TULA,026,02,1,106728946
MCMILLAN,ALESHIA,052,00,1,023032095
HUNTER,ASHLEIGH,049,03,0,909367357
HARPER,HALINA,040,00,0,115432422
CHAMBERS,CRISTI,040,01,0,264191232
THORNTON,CHANTELLE,049,00,0,055951716
MORSE,ANALISA,037,03,1,142254762
REESE,KRISTAN,011,03,1,626356757
MORROW,CHEREE,062,01,1,099838633
SHANNON,LOIDA,044,02,0,133329000
GILL,EMELIA,012,03,1,040879552
MCBRIDE,DIEGO,046,02,1,255640130
WILKINSON,ASIA,021,00,0,568142604
CARRILLO,WILMA,046,01,0,823438713
BARNETT,JESSIE,031,01,0,000567478
DOMINGUEZ,LANELLE,004,03,1,058728567
BOYER,JAMAAL,053,01,0,024080189
JOHNS,SHANTELL,038,02,0,032962223
COOKE,EDGARDO,047,02,1,035287520
DAWSON,IVAN,051,03,0,006106612
BROWN,JACQUIE,007,00,1,514556935
HESTER,ALTHA,029,00,1,694136116
VILLEGAS,JOSETTE,051,03,1,433439549
CANTU,ELLEN,007,00,1,231666732
MAYS,FELTON,010,02,0,319625975
MARSH,BETTIE,016,00,0,043695950
CRUZ,MARILYN,028,01,1,319210531
WASHINGTON,THAD,048,02,1,634376968
KIM,RHONDA,021,00,1,376747510
MERRITT,OTHA,009,03,1,011389916
ROCHA,MAXIE,014,02,1,932739860
BEASLEY,CHARLES,029,02,1,062108872
BOYD,EVANGELINE,039,04,1,371680409
FOWLER,ANDRA,013,02,1,372440174
BUCK,DAWNE,011,00,0,207542472
BUTLER,SHELLIE,047,03,1,027877198
VALENZUELA,RANAE,041,03,1,273069056
OLSEN,TENA,019,01,0,152936752
BRYAN,ANJA,006,01,1,123312051
HENSON,PETER,032,01,1,629427958
TORRES,KASANDRA,084,02,0,494656787
GROSS,RIMA,024,06,0,006665130
HARMON,CAITLYN,107,01,1,053762536
KHAN,DORRIS,076,03,1,382551560
FRANKLIN,JENNETTE,028,02,0,040202980
CASTILLO,WILEY,029,02,1,504223460
VILLANUEVA,ODESSA,026,02,0,081291915
CALDERON,LILIA,020,01,0,556391079
GENTRY,MARLON,027,03,0,055468152
CHANDLER,WYNELL,045,03,1,568515468
CISNEROS,JOANN,017,02,1,077663816
SHAW,ROLANDO,021,02,1,028971527
POOLE,WALTER,013,01,1,690840537
RIDDLE,THEOLA,038,00,0,610622189
MELTON,WILLETTA,047,01,1,213124879
MOON,BRUNO,021,01,1,267852613
BURGESS,LINNEA,027,01,0,080342056
BURCH,AUSTIN,008,01,0,505377618
YODER,KELLI,041,03,1,157792444
COSTA,SHANIKA,030,02,0,022543287
STUART,ELLSWORTH,047,02,1,122041502
BURCH,CALEB,004,01,0,235678698
CASEY,SID,102,00,1,122091718
SAWYER,TERISA,004,02,0,066633346
STEVENSON,ERIC,044,00,1,457135605
FRANCO,TOSHIA,070,02,1,173348226
MELENDEZ,VASHTI,074,05,1,238752842
BRAY,CECIL,038,03,1,607187573
HENRY,STEFANY,036,03,0,047890961
BLACKWELL,BRANDEN,042,03,0,000731386
COOKE,CHERRI,038,03,1,095733989
CASTILLO,MYRLE,013,00,0,397725694
WASHINGTON,SIRENA,053,00,1,048866098
BURKE,THAD,009,00,0,314340306
DENNIS,MONIKA,029,00,1,660555873
NUNEZ,LAZARO,053,01,0,062004966
YANG,EDEN,035,02,0,342342235
GARZA,LAKEESHA,016,03,1,388859810
HOLDER,VANDA,003,00,1,398216350
GIBSON,MIKEL,006,03,1,419270319
BARNETT,ANTONE,040,01,1,305582715
CARSON,LEROY,038,03,0,305658258
JOYCE,ANDRES,039,03,0,376450450
RICHARD,NAOMI,050,03,0,174661890
HAYES,ERIKA,073,02,0,014109444
HOWELL,BERYL,061,02,1,156505470
CLINE,MALLORY,073,02,0,946409173
FLEMING,CARMEL,091,01,1,520840999
GARZA,GEORGIANNA,051,03,0,064794492
SNOW,SEAN,058,00,0,217219262
HO,ROCIO,047,02,1,215470305
HOLLAND,GUSSIE,005,00,1,024914262
JACOBSON,PETRA,014,02,1,122475678
MAHONEY,LILLIAN,068,01,0,643452515
MCLEAN,JUDI,026,01,1,025658887
DICKERSON,ISADORA,021,01,1,059434085
MCCALL,GISELA,037,03,1,320476491
CHANEY,OPHELIA,066,01,1,137592915
SILVA,MAE,038,00,0,859613399
BRIGGS,MARITA,040,00,0,202563927
SPEARS,PA,046,01,0,340929690
BURNS,GLINDA,046,00,1,821416568
GUERRERO,BOOKER,038,00,0,741730845
MEJIA,YOSHIKO,002,02,0,237848485
DOMINGUEZ,LAKEISHA,011,02,1,316664766
MCINTOSH,TEOFILA,044,00,1,212294898
BULLOCK,LYNDA,042,01,0,441315802
LOGAN,BABARA,025,03,1,035187563
TURNER,BRANDE,043,01,1,063108133
GARRISON,LILLY,020,01,1,055856139
SHAW,DONETTE,022,03,1,314531307
ROBERSON,RUTHE,043,06,0,014369433
BLANKENSHIP,FRANCISCA,012,01,0,382421697
HESTER,MING,017,01,1,024659659
BUTLER,SHAWNDA,017,02,1,030124290
ANTHONY,DORATHY,014,02,0,069513320
DODSON,PANSY,042,02,1,015968490
WILLIAMSON,MARTIN,043,00,1,191380826
MARSH,KIRBY,058,00,1,255114159
AGUIRRE,ERNESTINA,027,01,0,604572025
LUCAS,KAYCEE,096,03,1,689838835
MANNING,TROY,002,00,1,128804961
TRUJILLO,ASHLY,057,00,1,148849993
LANE,ROY,017,01,1,497597594
VELEZ,GEORGIE,036,00,0,842824681
HANSEN,ALEISHA,007,02,0,265281945
BAILEY,ALETHIA,049,00,0,184807930
KEITH,AUDRIA,060,03,1,110739636
GILLESPIE,EDIE,031,03,1,630289306
CURRY,LARAE,048,02,1,400419228
VILLANUEVA,KATHARINA,041,00,0,571837767
PIERCE,PETRA,023,00,0,896264294
COX,PRISCILA,038,00,0,539028390
HARDY,MAIDA,019,00,0,438771502
OSBORN,ALFONSO,001,00,1,055259127
CHAVEZ,DIXIE,015,02,1,019022075
MIDDLETON,MITZIE,001,00,0,266030513
NUNEZ,MERRI,053,02,0,334499048
CONLEY,GILBERTE,046,01,1,375223320
COCHRAN,NEDRA,011,03,0,099587213
ALLISON,CHERRIE,036,01,0,021632537
HARMON,TEREASA,054,03,1,157349570
PACE,RALPH,044,01,1,023284862
HORNE,JONE,072,01,0,075284495
BURGESS,MEL,057,02,0,541317084
ESPINOZA,TORI,052,00,0,015688564
HERNANDEZ,ILIANA,055,01,1,051490187
MAYNARD,BETHANY,039,03,1,000637576
RAMIREZ,TERRY,094,08,0,059170066
ALVAREZ,LANA,032,03,0,033488190
CLARK,FELICE,026,01,0,271665752
BANKS,DIRK,036,03,0,185438903
STOKES,CHELSEA,021,05,0,095612394
LANDRY,TIFFANI,032,07,1,179398811
ANDRADE,WONDA,022,01,0,205471703
NGUYEN,DEANN,030,02,1,979713560
HAMMOND,RONA,042,02,1,233479999
HARRELL,ELAINA,039,03,0,258027362
CHAPMAN,ROCHELLE,050,00,0,030906724
QUINN,LAKEISHA,046,01,0,629228451
SHAH,TAMIKO,018,03,0,562647681
NEWMAN,LYNNE,031,00,1,345522184
BONILLA,GIOVANNI,078,02,1,025180050
KRUEGER,PAUL,002,02,0,059722163
MOSS,BRANDEN,052,03,1,214416617
BECK,CHESTER,043,02,1,017597799
GRAVES,KATHERN,050,01,1,227542779
BENJAMIN,HAL,018,03,1,477363168
BLEVINS,MIREYA,045,00,0,315215703
BURGESS,BARBIE,041,03,1,692013408
CUEVAS,ELVIN,059,01,0,102021466
COHEN,RAE,004,00,0,379970021
YATES,ALONA,051,01,0,353102519
ELLIS,YAJAIRA,046,02,0,025257794
VELEZ,KESHIA,007,00,1,020851168
WHITAKER,ANNITA,003,02,0,049465492
BENDER,SALINA,012,02,0,645220607
GRIMES,LU,056,03,0,175550837
WILKINS,DENIS,049,01,0,515128468
HENDRICKS,MAGEN,027,00,1,034525609
DELACRUZ,SHAWNA,039,03,0,063650758
RAMSEY,GENEVIEVE,032,03,1,153299624
GILMORE,KEIRA,004,01,0,679756302
WEBB,TERRELL,007,01,0,546385166
CARSON,KENTON,010,03,0,180917244
DELACRUZ,NEELY,059,02,0,044839794
STEWART,CAROLE,030,02,0,123571195
KEMP,ARIANNA,007,03,0,248432050
COX,NAM,009,03,0,038621401
BRYAN,JEAN,008,02,0,415492797
CAMPBELL,KATIA,029,01,0,184604810
MITCHELL,ENEIDA,064,02,1,150908289
BENTON,ADELINE,003,02,1,360168990
STANLEY,KENDRICK,058,01,1,078952729
RICHARD,FREDRICK,007,03,1,204178327
BARTLETT,REBA,025,00,0,684403459
STOUT,STEFANY,047,02,0,095117228
POOLE,VIRGINA,017,02,1,080278653
STANTON,ALYSHA,017,00,0,593105841
WATTS,TENESHA,080,03,0,037871353
FOWLER,OUIDA,026,02,1,336709954
MANN,DENISE,038,01,0,374751031
FREY,SHIRLY,013,01,0,109370161
CORTEZ,ALYSIA,071,03,0,007987659
STEIN,GEMMA,058,01,0,622529885
COLLIER,DANIELA,057,01,1,140291682
CARRILLO,OLYMPIA,016,03,1,112862533
HOWELL,NICKOLE,048,03,0,202736276
MELTON,ALVIN,023,03,1,356742062
BATES,ISMAEL,009,02,0,651323261
CASEY,ELANA,030,03,1,695446824
SHEPHERD,GEORGIE,031,00,1,173135334
CAMACHO,ALPHONSO,019,01,1,248364998
WARE,BOBBY,051,02,0,123236044
PETERSEN,CORA,057,02,1,122486464
GLOVER,MARGRETT,045,01,0,000945799
SHIELDS,DEMARCUS,020,03,0,069239944
RAMSEY,EARLINE,038,03,1,402577482
MENDOZA,COLLETTE,079,00,1,209604761
MCPHERSON,NGA,055,02,0,822916499
BAUTISTA,BERYL,014,01,1,064685127
RAMIREZ,NGA,046,02,1,121876592
WOOD,RON,059,02,1,477652251
CANTRELL,CHASE,023,01,1,009243991
RAMIREZ,LANCE,024,01,0,623753790
AGUILAR,DELMY,030,02,0,074584113
BALLARD,MOHAMED,013,03,1,475719610
WATKINS,SILVANA,051,02,0,480233623
CORDOVA,INES,038,01,1,136884433
WHEELER,LAURALEE,011,00,1,123903777
DORSEY,LINNEA,025,01,0,462322770
BURTON,MERRY,019,01,0,044420346
BLAIR,JESSENIA,067,03,0,079365534
BRANDT,GAVIN,039,00,0,426665742
RANGEL,KARMEN,035,02,0,195648249
COCHRAN,MILFORD,045,00,0,168576312
SAVAGE,CAMILLA,012,01,1,045267775
SKINNER,GIDGET,050,02,0,207340395
PIERCE,LORETTE,054,01,0,642508134
HATFIELD,MARYANNE,055,01,0,166325222
GLENN,STEFANIA,005,00,0,092198989
SHORT,FRANCES,040,03,1,564271886
HARTMAN,JERAMY,012,00,1,238126704
BROOKS,OTTO,016,01,0,722619521
CHRISTIAN,LATINA,031,02,1,177011574
KAUFMAN,KIM,029,02,0,004035052
KENNEDY,NATASHA,035,02,1,036961452
CHURCH,ARNITA,035,01,0,030410301
MARTINEZ,AUDRY,042,02,0,589533384
ANDERSON,GENARO,055,00,0,356899545
SUMMERS,NIKI,008,03,1,369663401
CASTILLO,TEOFILA,039,09,1,223825001
SINGH,DOMITILA,027,00,0,351050764
KNOX,HERSHEL,059,01,0,046587091
ROSS,KATHERINE,050,01,1,304790144
TRAN,RENNA,022,02,1,171534421
GREEN,LUCINDA,045,02,1,062929115
MUNOZ,TOSHIA,076,01,1,080716230
GATES,CORINE,007,03,1,058306694
SINGH,OMEGA,012,03,0,481858758
OCONNELL,KRYSTEN,059,01,1,066775234
GREEN,LAURETTA,050,03,1,216169407
DAVILA,GREGG,049,03,1,778989144
PARKER,BELVA,054,01,1,777564235
CALDWELL,ROSALINDA,054,03,1,019842384
VEGA,ALFRED,008,02,1,057030844
FRANK,MARY,006,00,1,631569487
GRAY,NAOMA,001,03,1,635103160
AYERS,EVITA,085,00,1,448051679
MONTGOMERY,SARITA,025,03,0,557007587
BARTON,VANESA,004,03,1,224007860
CUEVAS,TAM,053,01,0,083131783
RICHARDSON,ANIBAL,075,00,0,142938905
GARDNER,BARBERA,005,02,1,125081119
PACHECO,AMOS,059,00,0,129749916
CASTANEDA,LORA,016,03,0,057605063
STEVENSON,NATASHIA,052,01,0,134827587
RICH,THOMASENA,025,00,1,150473333
PRICE,BOYD,079,02,1,003668549
PHILLIPS,GARNET,043,00,1,089231712
POTTER,JONELL,040,02,1,411991109
ADKINS,WOODROW,031,02,1,508980912
SUAREZ,BESSIE,023,08,0,013154633
FOSTER,VERLINE,059,03,0,140672178
CHOI,HOWARD,007,00,0,302025085
BARKER,GENNIE,028,01,1,216833671
NIELSEN,LORAINE,010,02,1,432217774
ANDERSEN,SANG,014,02,1,215799052
HANNA,BRYANNA,002,01,0,178688028
ROCHA,JUANITA,047,03,0,102904006
CAMERON,GUILLERMINA,036,01,0,393915547
ALEXANDER,NOAH,037,02,1,260259241
CAMACHO,TU,001,03,1,642554348
MORENO,JESUS,025,01,1,684022162
CALHOUN,SIGRID,017,00,1,361749161
ADAMS,LOLA,041,00,0,144450567
RITTER,MALORIE,052,02,0,000612909
MOSLEY,ILDA,043,02,0,028057183
WISE,DONNETTE,026,00,0,004253588
SHEA,HYE,043,02,0,232618809
PALMER,NICHELLE,058,01,1,005890379
ROBBINS,SANJUANITA,022,03,1,463023672
BYRD,KAMALA,030,00,1,212586544
STANTON,SABRINA,062,02,1,577748495
VALDEZ,VEDA,028,03,1,188675588
BATES,GERTRUDIS,002,03,0,079892088
CONTRERAS,CHANTELL,026,01,1,410353235
BRIGHT,ROY,060,03,1,403708862
LLOYD,LIZ,055,02,0,290612411
FRITZ,LAVONNA,033,03,1,050685895
SPARKS,JOSEPH,028,03,1,471497368
FINLEY,TISA,057,01,0,256811602
DAVENPORT,VERLA,010,00,1,109298944
ZUNIGA,MINDI,047,00,1,557716070
EVANS,INGRID,021,01,0,365373721
COOK,JUAN,002,02,1,249507383
ARELLANO,LAURIE,042,02,0,000593542
EWING,TOMMY,056,03,0,167339418
HOBBS,TAMEIKA,015,00,0,733021593
DAY,JON,091,02,1,585839353
BARRY,VAUGHN,012,02,0,756052336
SPENCE,PENNI,017,00,1,040553672
CHAVEZ,MARGENE,045,02,1,099300521
FLOWERS,CARIE,058,02,0,007399682
HARDY,MEGHAN,032,03,0,003418340
SAWYER,LUIGI,018,01,1,012650863
FITZGERALD,RENALDO,056,03,0,480774335
MANNING,BARI,034,03,0,021699208
CARDENAS,ALEJANDRA,005,03,0,173265742
HOPKINS,SANJUANA,022,01,1,035328985
DANIELS,CHRISSY,036,01,0,402192011
ATKINSON,ARMIDA,057,03,0,140129578
DUKE,ZELDA,052,02,0,086122773
KENNEDY,SILVA,033,08,0,644221035
HODGES,FLORANCE,053,03,0,020258326
DOMINGUEZ,CLARENCE,059,03,1,001848364
ROBINSON,GERRI,053,00,1,150697163
BONILLA,IVY,062,00,0,374171238
MEDINA,EMELINA,041,02,1,252257693
CLARKE,MOSE,043,01,0,148814436
LINDSEY,LEIGHANN,003,02,1,063199508
LEONARD,MARCIA,076,02,0,120661500
FIELDS,LAYNE,105,00,1,088080305
MEYERS,GREGORIO,039,01,0,010168424
ANDREWS,NAOMI,075,03,1,356725958
CALHOUN,DEDE,028,03,0,022820333
MCCULLOUGH,FERNANDE,023,01,1,196580079
JOHNSTON,JUNIE,005,03,1,045025712
PATEL,LADONNA,002,01,0,210240780
CHEN,KIZZIE,007,03,0,086809353
RIVERA,ULYSSES,056,00,1,427700350
BRYANT,GERARD,076,01,1,353517725
ARELLANO,EARL,029,01,0,157177779
MURILLO,TORI,019,00,1,543173777
HARDY,LI,059,02,0,336956906
OLSON,FRANSISCA,051,01,0,107757583
CRAIG,FRANCOISE,015,00,1,019643497
DILLON,NONA,036,03,0,136376382
BROWNING,MICHELL,013,02,0,057127410
DONOVAN,BROOKE,036,02,0,461506084
NEWTON,FALLON,004,00,0,137078941
MOONEY,LOYD,006,01,0,123650500
FULLER,GREGORY,042,03,0,076226351
ZUNIGA,MORGAN,011,00,1,024821012
MCLAUGHLIN,TRACIE,008,01,1,030011987
MORRISON,LAINE,076,00,0,405029746
RICHARDSON,JOANA,056,00,0,016135747
BUTLER,SCARLET,035,01,0,359622407
MOON,FREDRIC,025,03,1,000285422
JOHNS,PATRICIA,049,01,1,479080326
VAUGHN,CORRIE,032,02,0,313954239
HARMON,SAMARA,029,01,1,581895083
MCNEIL,KERRIE,053,03,0,084780792
WOODS,TRACIE,059,03,0,269386651
SHERMAN,AUGUSTUS,012,02,0,510419667
FAULKNER,PHYLIS,049,02,1,171786785
MCKINNEY,ALONA,053,00,1,412268113
THOMAS,CARLEY,063,00,0,016800292
MENDOZA,CASSANDRA,052,03,1,267840895
HEBERT,TASHIA,040,00,0,586157922
LUCAS,MARYELLEN,022,01,1,006862085
KHAN,ANITRA,010,00,0,237015311
MCFARLAND,MI,025,02,0,275006505
CHASE,LAUREN,013,02,1,222268463
HARDY,RACHELLE,059,01,1,242049343
HO,STEPHANI,022,01,0,194467669
GLENN,STEPHANIA,030,00,0,273242788
MORSE,VERGIE,056,00,0,662765650
OWEN,JULES,011,02,1,011357647
SAMPSON,AVERY,041,02,1,280798376
FRYE,ROBERT,003,03,0,230608121
ARNOLD,TORRI,063,00,1,088220472
VILLARREAL,GARTH,011,02,1,177382055
VILLA,RIVA,022,00,1,482426345
BALL,AUDRA,028,03,1,007734546
MUNOZ,LORI,013,03,1,554148999
COMPTON,POK,057,01,1,145802499
WISE,FIDEL,012,03,0,376671353
VALENZUELA,FAUSTINO,030,02,0,120964790
NEAL,KARLEEN,061,00,1,433988935
BLANKENSHIP,SILAS,043,02,1,035553743
SALAS,MARCEL,061,02,1,303104846
CHAVEZ,ALLA,011,02,0,607293915
SHARP,CARLEEN,059,02,0,272072325
DECKER,FREIDA,036,01,1,138094104
OLSON,DANIELL,060,09,0,611793081
GRAHAM,ALFREDO,074,00,0,490262294
BREWER,STEFANI,029,08,1,060812258
SMITH,MAXIMA,029,02,0,576630809
KIDD,AMADO,036,00,0,229732338
TORRES,DEANDRA,046,01,1,798192247
DAVID,FRANKLYN,015,03,0,880511866
CONWAY,JEFFREY,052,02,1,548237008
MOONEY,SABRINA,014,00,1,323395549
RUBIO,PENNIE,039,02,0,382819043
LANE,EZRA,079,07,1,107118757
DYER,MONET,011,03,0,115700363
KLINE,JACINTO,010,01,0,179489458
HAAS,MARCELA,049,03,1,102271053
DELACRUZ,FRANK,037,03,1,476307416
HERRERA,KARLENE,051,03,0,072613687
GRIFFITH,EMELIA,058,00,1,008498662
HENDERSON,ZELDA,067,00,0,015859764
MCCALL,LORETTA,012,03,1,098430326
MATHEWS,DEEANNA,036,00,1,328314540
CONNER,CHEREE,003,01,0,606948148
WATKINS,SAMIRA,028,08,1,459813625
DANIEL,CHERI,032,02,1,009817378
CONTRERAS,ANGELO,038,01,0,497987828
FISCHER,TRACY,080,03,1,051380005
BARR,MADELENE,031,08,1,042586150
SCHAEFER,ELLIS,041,03,0,094740703
KNIGHT,SHANTA,032,01,1,136059685
ROSS,BARABARA,074,07,1,537350104
CHANG,ANDY,068,03,0,061778463
CARSON,HILDEGARDE,039,00,1,066401676
FRITZ,MONET,014,03,1,025058869
SANTIAGO,BRADY,058,00,1,074098018
CHEN,KAROLYN,023,00,0,301575900
JOHNSON,JAQUELINE,004,03,0,255520440
BALDWIN,TAMALA,013,01,1,667054650
FLOYD,KIRA,029,03,0,010791899
WILEY,SALVADOR,044,00,1,143836043
MICHAEL,MIREYA,021,01,1,238510697
MEADOWS,ALBERTA,005,01,0,436021883
RIVERA,KORI,053,00,1,019193260
BELTRAN,DOMITILA,043,03,1,171905326
KEITH,JANEL,023,01,0,008923975
HORNE,MARIKO,022,02,0,221115761
BALL,CHRISTIA,035,01,0,262297508
HOUSTON,BRENTON,018,02,1,103620610
DAVIDSON,VEOLA,056,03,0,130353833
MCKENZIE,LORETA,019,02,1,732667241
AGUILAR,ERYN,019,01,0,205282696
PACE,JOELLA,053,04,1,027942253
MELENDEZ,FREDDA,035,00,0,237512882
MATHIS,BESSIE,068,00,0,615461895
GREEN,LAVONA,018,01,0,268380039
CARDENAS,OLA,068,03,0,050003200
RICE,SOPHIA,027,00,1,309904283
VALENTINE,RHEA,032,03,0,726189709
HESS,ANNABEL,009,01,1,098258189
FOWLER,LEXIE,046,02,0,571642412
ZAMORA,ELLYN,010,01,0,039929423
MANNING,DANIELE,079,01,0,081932756
WILEY,XENIA,055,03,1,043427913
RAY,CARMINA,035,01,0,134977211
ROBLES,MARGARETT,101,01,1,002907448
DELGADO,SASHA,033,02,1,006089814
WISE,JAMA,011,00,1,769358338
BAXTER,STARLA,049,03,1,012605349
BOYLE,ZOILA,032,03,1,430807869
WRIGHT,WILL,049,01,1,649705215
ROSARIO,OLEN,034,03,1,030485497
BAIRD,RAE,034,00,0,131395310
PAYNE,BRYAN,038,02,0,091080172
JUAREZ,BRENDON,035,01,1,039894243
HOGAN,KRYSTIN,020,03,0,474370164
CHERRY,SILAS,027,00,1,495302210
GLENN,REMEDIOS,044,01,1,701106904
CALHOUN,RUDOLPH,025,02,0,400017455
MULLINS,LUZ,051,00,1,014583602
CHRISTENSEN,GEORGIANA,063,01,1,001092243
BOOTH,BRODERICK,016,01,0,038966388
PROCTOR,ALYCE,059,00,0,047598268
BOND,NOEMI,038,07,1,218979416
